Date,Volume,Close
13/09/2013,74708900,64.67
16/09/2013,135926700,62.61
17/09/2013,99845200,63.34
18/09/2013,114215500,64.64
19/09/2013,101135300,65.7
20/09/2013,174825700,65.02
23/09/2013,190526700,68.25
24/09/2013,91086100,68.03
25/09/2013,79239300,66.98
26/09/2013,59305400,67.63
27/09/2013,57010100,67.15
30/09/2013,65039100,66.32
1/10/2013,88470900,67.88
2/10/2013,72296000,68.1
3/10/2013,80688300,67.24
4/10/2013,64717100,67.19
7/10/2013,78073100,67.85
8/10/2013,72729300,66.9
9/10/2013,75431300,67.68
10/10/2013,69650700,68.11
11/10/2013,66934700,68.55
14/10/2013,65474500,69
15/10/2013,80018400,69.37
16/10/2013,62775300,69.7
17/10/2013,63398300,70.18
18/10/2013,72635500,70.79
21/10/2013,99526700,72.52
22/10/2013,133515900,72.31
23/10/2013,78430800,73.02
24/10/2013,96191200,73.99
25/10/2013,84448000,73.16
28/10/2013,137610200,73.71
29/10/2013,158951800,71.87
30/10/2013,88540900,73.01
31/10/2013,68924100,72.71
1/11/2013,68722500,72.34
4/11/2013,61156900,73.27
5/11/2013,66303300,73.09
6/11/2013,55843900,72.88
7/11/2013,65655100,71.7
8/11/2013,69829200,72.83
11/11/2013,56863100,72.62
12/11/2013,51069200,72.76
13/11/2013,49305200,72.84
14/11/2013,70604800,73.9
15/11/2013,79480100,73.45
18/11/2013,61236000,72.56
19/11/2013,52234700,72.69
20/11/2013,48479200,72.06
21/11/2013,65506700,72.91
22/11/2013,55931400,72.73
25/11/2013,57327900,73.28
26/11/2013,100345700,74.63
27/11/2013,90862100,76.39
29/11/2013,79531900,77.8
2/12/2013,118136200,77.12
3/12/2013,112742000,79.24
4/12/2013,94452400,79.05
5/12/2013,111895000,79.46
6/12/2013,86088100,78.35
9/12/2013,80123400,79.25
10/12/2013,69567400,79.13
11/12/2013,89929700,78.54
12/12/2013,65572500,78.43
13/12/2013,83205500,77.57
16/12/2013,70648200,78
17/12/2013,57475600,77.65
18/12/2013,141465800,77.06
19/12/2013,80077200,76.18
20/12/2013,109103400,76.81
23/12/2013,125326600,79.76
24/12/2013,41888700,79.42
26/12/2013,51002000,78.9
27/12/2013,56471100,78.36
30/12/2013,63407400,77.58
31/12/2013,55771100,78.49
2/1/2014,58671200,77.39
3/1/2014,98116900,75.69
6/1/2014,103152700,76.1
7/1/2014,79302300,75.56
8/1/2014,64632400,76.04
9/1/2014,69787200,75.07
10/1/2014,76244000,74.57
13/01/2014,94623200,74.96
14/01/2014,83140400,76.45
15/01/2014,97909700,77.98
16/01/2014,57319500,77.55
17/01/2014,106684900,75.65
21/01/2014,82131700,76.82
22/01/2014,94996300,77.16
23/01/2014,100809800,77.82
24/01/2014,107338700,76.4
27/01/2014,138719700,77.02
28/01/2014,266380800,70.87
29/01/2014,125702500,70.06
30/01/2014,169625400,69.93
31/01/2014,116199300,70.04
3/2/2014,100366000,70.17
4/2/2014,94170300,71.19
5/2/2014,82086200,71.72
6/2/2014,64441300,72.14
7/2/2014,92570100,73.15
10/2/2014,86389800,74.46
11/2/2014,70564200,75.44
12/2/2014,77025200,75.43
13/02/2014,76849500,76.63
14/02/2014,68231100,76.57
18/02/2014,65062900,76.85
19/02/2014,78442000,75.63
20/02/2014,76464500,74.76
21/02/2014,69696200,73.93
24/02/2014,72227400,74.25
25/02/2014,57988000,73.48
26/02/2014,69054300,72.82
27/02/2014,75470500,74.27
28/02/2014,92992200,74.07
3/3/2014,59695300,74.28
4/3/2014,64785000,74.77
5/3/2014,50015700,74.93
6/3/2014,46372200,74.7
7/3/2014,55182400,74.66
10/3/2014,44646000,74.73
11/3/2014,69806100,75.45
12/3/2014,49831600,75.53
13/03/2014,64435700,74.69
14/03/2014,59299800,73.85
17/03/2014,49886200,74.14
18/03/2014,52411800,74.79
19/03/2014,56189000,74.77
20/03/2014,52099600,74.41
21/03/2014,93511600,75
24/03/2014,88925200,75.89
25/03/2014,70573300,76.71
26/03/2014,74942000,75.97
27/03/2014,55507900,75.65
28/03/2014,50141000,75.56
31/03/2014,42167300,75.55
1/4/2014,50190000,76.24
2/4/2014,45105200,76.36
3/4/2014,40586000,75.83
4/4/2014,68812800,74.85
7/4/2014,72462600,73.68
8/4/2014,60972100,73.67
9/4/2014,51542400,74.64
10/4/2014,59913000,73.68
11/4/2014,67929400,73.14
14/04/2014,51418500,73.43
15/04/2014,66622500,72.9
16/04/2014,53691400,73.05
17/04/2014,71083600,73.89
21/04/2014,45637200,74.76
22/04/2014,50640800,74.84
23/04/2014,98735000,73.86
24/04/2014,189977900,79.91
25/04/2014,97568800,80.5
28/04/2014,167371400,83.62
29/04/2014,84344400,83.37
30/04/2014,114160200,83.06
1/5/2014,61012000,83.25
2/5/2014,47878600,83.41
5/5/2014,71766800,84.59
6/5/2014,93641100,83.66
7/5/2014,70716100,83.37
8/5/2014,57574300,83.22
9/5/2014,72899400,82.88
12/5/2014,53302200,83.91
13/05/2014,39934300,84.04
14/05/2014,41601000,84.05
15/05/2014,57711500,83.34
16/05/2014,69064100,84.57
19/05/2014,79438800,85.57
20/05/2014,58709000,85.59
21/05/2014,49214900,85.81
22/05/2014,50190000,85.95
23/05/2014,58052400,86.92
27/05/2014,87216500,88.55
28/05/2014,78870400,88.32
29/05/2014,94118500,89.93
30/05/2014,141005200,89.59
2/6/2014,92337700,88.98
3/6/2014,73177300,90.24
4/6/2014,83870500,91.27
5/6/2014,75951400,91.62
6/6/2014,87484600,91.37
9/6/2014,75415000,92.83
10/6/2014,62777000,93.38
11/6/2014,45681000,92.99
12/6/2014,54749000,91.44
13/06/2014,54525000,90.44
16/06/2014,35561000,91.35
17/06/2014,29726000,91.23
18/06/2014,33514000,91.33
19/06/2014,35528000,91.01
20/06/2014,100898000,90.07
23/06/2014,43694000,89.99
24/06/2014,39036000,89.45
25/06/2014,36869000,89.52
26/06/2014,32629000,90.06
27/06/2014,64029000,91.13
30/06/2014,49589000,92.07
1/7/2014,38223000,92.66
2/7/2014,28465000,92.62
3/7/2014,22891800,93.16
7/7/2014,56468000,95.08
8/7/2014,65222000,94.47
9/7/2014,36436000,94.51
10/7/2014,39686000,94.16
11/7/2014,34018000,94.34
14/07/2014,42810000,95.56
15/07/2014,45477900,94.44
16/07/2014,53502000,93.9
17/07/2014,57298000,92.23
18/07/2014,49988000,93.56
21/07/2014,39079000,93.07
22/07/2014,55197000,93.84
23/07/2014,92918000,96.29
24/07/2014,45729000,96.13
25/07/2014,43469000,96.77
28/07/2014,55318000,98.1
29/07/2014,43143000,97.47
30/07/2014,33010000,97.24
31/07/2014,56843000,94.72
1/8/2014,48511000,95.24
4/8/2014,39958000,94.71
5/8/2014,55933000,94.24
6/8/2014,38558000,94.08
7/8/2014,46711000,94.07
8/8/2014,41865000,94.33
11/8/2014,36585000,95.58
12/8/2014,33795000,95.56
13/08/2014,31916000,96.82
14/08/2014,28116000,97.08
15/08/2014,48951000,97.56
18/08/2014,47572000,98.73
19/08/2014,69399000,100.1
20/08/2014,52699000,100.14
21/08/2014,33478000,100.15
22/08/2014,44184000,100.88
25/08/2014,40270000,101.1
26/08/2014,33152000,100.45
27/08/2014,52369000,101.69
28/08/2014,68460000,101.81
29/08/2014,44595000,102.06
2/9/2014,53564000,102.85
3/9/2014,125421000,98.51
4/9/2014,85718000,97.7
5/9/2014,58457000,98.54
8/9/2014,46356700,97.94
9/9/2014,189846300,97.57
10/9/2014,100869600,100.56
11/9/2014,62353100,100.99
12/9/2014,64096900,101.22
15/09/2014,61316500,101.19
16/09/2014,66908100,100.42
17/09/2014,60926500,101.14
18/09/2014,37299400,101.35
19/09/2014,70902400,100.52
22/09/2014,52788400,100.62
23/09/2014,63402200,102.2
24/09/2014,60171800,101.31
25/09/2014,100092000,97.45
26/09/2014,62370500,100.32
29/09/2014,49766300,99.68
30/09/2014,55264100,100.32
1/10/2014,51491300,98.75
2/10/2014,47757800,99.47
3/10/2014,43469600,99.19
6/10/2014,37051200,99.19
7/10/2014,42094200,98.32
8/10/2014,57404700,100.36
9/10/2014,77376500,100.58
10/10/2014,66331600,100.3
13/10/2014,53583400,99.38
14/10/2014,63688600,98.32
15/10/2014,100933600,97.12
16/10/2014,72154500,95.84
17/10/2014,68179700,97.25
20/10/2014,77517300,99.33
21/10/2014,94623900,102.03
22/10/2014,68263100,102.55
23/10/2014,71074700,104.38
24/10/2014,47053900,104.77
27/10/2014,34187700,104.66
28/10/2014,47939900,106.28
29/10/2014,52687900,106.88
30/10/2014,40654800,106.52
31/10/2014,44639300,107.53
3/11/2014,52282600,108.93
4/11/2014,41574400,108.13
5/11/2014,37435900,108.39
6/11/2014,34968500,108.7
7/11/2014,33691500,109.01
10/11/2014,27195500,108.83
11/11/2014,27442300,109.7
12/11/2014,46942400,111.25
13/11/2014,59522900,112.82
14/11/2014,44063600,114.18
17/11/2014,46746700,113.99
18/11/2014,44224000,115.47
19/11/2014,41869200,114.67
20/11/2014,43395500,116.31
21/11/2014,57179300,116.47
24/11/2014,47450800,118.63
25/11/2014,68840400,117.6
26/11/2014,40768300,119
28/11/2014,24814400,118.93
1/12/2014,83814000,115.07
2/12/2014,59075100,114.63
3/12/2014,43063400,115.93
4/12/2014,42044500,115.49
5/12/2014,38318900,115
8/12/2014,57664900,112.4
9/12/2014,60208000,114.12
10/12/2014,44565300,111.95
11/12/2014,41401700,111.62
12/12/2014,56028100,109.73
15/12/2014,67218100,108.23
16/12/2014,60790700,106.75
17/12/2014,53411800,109.41
18/12/2014,59006200,112.65
19/12/2014,85708100,111.78
